Intersection,Date,Hour,Period,Session_Type,Cars,Boda_bodas,Tricycles,Minibuses,Heavy_Trucks,TriHeadway,CarHeadway,VC
Bwaise Junction,2026-06-05,11,Off-Peak,Day,369,340,15,65,3,3.71,2.13,0.61
Bwaise Junction,2026-06-05,11,Off-Peak,Day,315,381,13,44,4,3.25,2.83,0.59
Bwaise Junction,2026-06-05,11,Off-Peak,Day,375,329,9,40,9,4.1,2.86,0.5
Bwaise Junction,2026-06-05,12,Off-Peak,Day,200,296,8,40,8,2.96,2.82,0.46
Bwaise Junction,2026-06-05,12,Off-Peak,Day,301,316,15,16,4,3.2,2.89,0.39
Bwaise Junction,2026-06-05,12,Off-Peak,Day,304,310,11,24,0,3.19,2.11,0.46
Bwaise Junction,2026-06-05,12,Off-Peak,Day,238,289,2,47,5,2.78,2.85,0.48
Bwaise Junction,2026-06-05,13,Off-Peak,Day,300,293,10,54,5,3.29,2.4,0.42
Bwaise Junction,2026-06-05,13,Off-Peak,Day,235,309,13,46,4,3.69,2.5,0.49
Bwaise Junction,2026-06-05,13,Off-Peak,Day,286,327,11,19,3,3.94,2.48,0.37
Bwaise Junction,2026-06-05,13,Off-Peak,Day,307,327,8,27,4,2.43,2.22,0.45
Bwaise Junction,2026-06-05,14,Off-Peak,Day,277,257,8,56,4,3.5,2.18,0.42
Bwaise Junction,2026-06-05,14,Off-Peak,Day,268,280,13,49,9,3.76,2.29,0.46
Bwaise Junction,2026-06-05,14,Off-Peak,Day,333,398,2,60,3,2.77,1.83,0.49
Bwaise Junction,2026-06-05,14,Off-Peak,Day,337,311,8,45,8,4.32,3.3,0.47
Bwaise Junction,2026-06-05,15,Off-Peak,Day,256,338,8,37,1,3.91,2.56,0.51
Bwaise Junction,2026-06-05,15,Off-Peak,Day,233,315,2,35,3,3.67,3.05,0.46
Bwaise Junction,2026-06-05,15,Off-Peak,Day,264,341,2,46,9,4.22,2.72,0.48
Bwaise Junction,2026-06-05,15,Off-Peak,Day,265,311,18,52,9,3.26,3.05,0.49
Bwaise Junction,2026-06-05,16,Off-Peak,Day,337,462,2,58,8,3.59,2.17,0.6
Bwaise Junction,2026-06-05,16,Off-Peak,Day,422,484,18,82,7,2.54,2.29,0.71
Bwaise Junction,2026-06-05,16,Off-Peak,Day,423,411,12,67,6,3.42,2.34,0.62
Bwaise Junction,2026-06-05,16,Off-Peak,Day,327,425,10,52,5,3.63,2.59,0.59
Bwaise Junction,2026-06-05,17,Peak,Day,666,715,30,66,9,4.0,2.98,1.05
Bwaise Junction,2026-06-05,17,Peak,Day,642,753,18,84,10,2.67,2.1,1.04
Bwaise Junction,2026-06-05,17,Peak,Day,658,683,24,72,10,3.85,2.35,0.94
Bwaise Junction,2026-06-05,17,Peak,Day,627,685,32,66,7,3.19,2.63,0.96
Bwaise Junction,2026-06-05,18,Peak,Day,643,658,21,76,7,2.83,1.78,1.05
Bwaise Junction,2026-06-05,18,Peak,Day,658,686,27,53,12,2.06,2.32,1.06
Bwaise Junction,2026-06-05,18,Peak,Day,629,707,35,68,4,3.83,1.76,0.91
Bwaise Junction,2026-06-05,18,Peak,Day,677,668,24,60,11,2.99,2.98,1.02
Natete Junction,2026-06-05,7,Peak,Day,803,857,37,74,8,3.77,1.89,1.22
Natete Junction,2026-06-05,7,Peak,Day,800,873,15,71,2,3.27,2.76,1.22
Natete Junction,2026-06-05,7,Peak,Day,789,940,28,63,9,2.88,2.01,1.18
Natete Junction,2026-06-05,7,Peak,Day,791,892,34,66,7,3.49,2.1,1.2
Natete Junction,2026-06-05,8,Peak,Day,823,959,41,108,7,3.41,2.31,1.27
Natete Junction,2026-06-05,8,Peak,Day,843,1102,24,85,3,3.61,2.19,1.35
Natete Junction,2026-06-05,8,Peak,Day,905,982,23,65,14,4.05,3.01,1.35
Natete Junction,2026-06-05,8,Peak,Day,918,966,22,65,7,3.07,2.38,1.35
Natete Junction,2026-06-05,9,Off-Peak,Day,395,407,22,67,6,3.51,2.66,0.49
Natete Junction,2026-06-05,9,Off-Peak,Day,423,414,13,62,1,4.28,2.1,0.65
Natete Junction,2026-06-05,9,Off-Peak,Day,367,446,7,46,7,3.57,1.79,0.64
Natete Junction,2026-06-05,9,Off-Peak,Day,424,474,21,63,6,4.26,2.12,0.73
Natete Junction,2026-06-05,10,Off-Peak,Day,369,413,21,37,4,3.07,2.06,0.53
Natete Junction,2026-06-05,10,Off-Peak,Day,358,422,9,36,1,2.9,2.93,0.59
Natete Junction,2026-06-05,10,Off-Peak,Day,393,475,14,52,3,3.55,2.43,0.69
Natete Junction,2026-06-05,10,Off-Peak,Day,364,420,24,56,2,4.0,2.68,0.6
Natete Junction,2026-06-05,11,Off-Peak,Day,347,410,12,61,7,3.46,2.69,0.56
Natete Junction,2026-06-05,11,Off-Peak,Day,358,310,4,58,7,3.1,2.62,0.55
Natete Junction,2026-06-05,11,Off-Peak,Day,402,395,23,54,8,3.14,3.03,0.53
Natete Junction,2026-06-05,11,Off-Peak,Day,365,336,20,52,3,2.9,2.09,0.55
Natete Junction,2026-06-05,12,Off-Peak,Day,336,314,2,45,4,2.67,2.1,0.43
Natete Junction,2026-06-05,12,Off-Peak,Day,306,298,4,65,7,3.24,3.11,0.51
Natete Junction,2026-06-05,12,Off-Peak,Day,292,337,8,52,6,3.03,2.76,0.46
Natete Junction,2026-06-05,12,Off-Peak,Day,280,267,16,41,6,2.7,2.33,0.51
Natete Junction,2026-06-05,13,Off-Peak,Day,355,344,7,35,6,2.69,2.14,0.49
Natete Junction,2026-06-05,13,Off-Peak,Day,321,350,24,43,5,3.45,2.55,0.53
Natete Junction,2026-06-05,13,Off-Peak,Day,308,307,17,38,0,3.73,2.17,0.56
Natete Junction,2026-06-05,13,Off-Peak,Day,285,408,8,29,5,3.71,2.46,0.5
Natete Junction,2026-06-05,14,Off-Peak,Day,304,313,2,47,9,2.9,2.28,0.38
Natete Junction,2026-06-05,14,Off-Peak,Day,339,345,7,52,2,3.69,2.21,0.53
Natete Junction,2026-06-05,14,Off-Peak,Day,315,394,17,44,5,3.25,2.6,0.53
Natete Junction,2026-06-05,14,Off-Peak,Day,269,410,15,24,2,3.51,3.13,0.49
Natete Junction,2026-06-05,15,Off-Peak,Day,290,261,2,46,5,3.36,2.92,0.5
Natete Junction,2026-06-05,15,Off-Peak,Day,292,289,15,49,0,3.22,2.98,0.51
Natete Junction,2026-06-05,15,Off-Peak,Day,317,354,6,45,3,2.84,2.02,0.52
Natete Junction,2026-06-05,15,Off-Peak,Day,333,348,20,66,3,3.39,2.09,0.6
Natete Junction,2026-06-05,16,Off-Peak,Day,465,480,29,73,5,2.1,2.09,0.77
Natete Junction,2026-06-05,16,Off-Peak,Day,422,493,22,48,12,3.2,2.34,0.75
Natete Junction,2026-06-05,16,Off-Peak,Day,500,523,23,90,3,2.71,2.68,0.74
Natete Junction,2026-06-05,16,Off-Peak,Day,425,517,16,79,2,3.71,2.31,0.69
Natete Junction,2026-06-05,17,Peak,Day,835,847,21,76,9,3.69,2.27,1.2
Natete Junction,2026-06-05,17,Peak,Day,795,926,39,88,6,3.48,2.53,1.18
Natete Junction,2026-06-05,17,Peak,Day,791,882,32,104,3,3.01,2.37,1.29
Natete Junction,2026-06-05,17,Peak,Day,771,922,25,96,9,2.81,2.71,1.26
Natete Junction,2026-06-05,18,Peak,Day,786,884,45,73,6,3.5,2.16,1.1
Natete Junction,2026-06-05,18,Peak,Day,825,856,15,75,12,2.53,2.61,1.16
Natete Junction,2026-06-05,18,Peak,Day,744,915,37,86,1,3.74,2.38,1.27
Natete Junction,2026-06-05,18,Peak,Day,839,903,38,74,5,3.58,2.37,1.28
Wandegeya Junction,2026-06-06,7,Peak,Day,788,844,8,72,10,1.9,2.67,1.26
Wandegeya Junction,2026-06-06,7,Peak,Day,761,841,14,84,6,3.07,2.66,1.08
Wandegeya Junction,2026-06-06,7,Peak,Day,702,877,34,69,9,3.39,2.86,1.14
Wandegeya Junction,2026-06-06,7,Peak,Day,720,844,16,105,5,4.3,2.46,1.27
Wandegeya Junction,2026-06-06,8,Peak,Day,802,927,26,68,8,2.99,2.4,1.34
Wandegeya Junction,2026-06-06,8,Peak,Day,839,940,15,86,8,3.55,2.49,1.29
Wandegeya Junction,2026-06-06,8,Peak,Day,834,974,31,93,9,3.51,3.02,1.35
Wandegeya Junction,2026-06-06,8,Peak,Day,762,982,33,87,8,3.13,2.59,1.31
Wandegeya Junction,2026-06-06,9,Off-Peak,Day,424,422,8,52,3,3.39,2.66,0.64
Wandegeya Junction,2026-06-06,9,Off-Peak,Day,323,452,5,74,2,3.44,2.5,0.67
Wandegeya Junction,2026-06-06,9,Off-Peak,Day,331,467,10,47,3,2.36,1.89,0.64
Wandegeya Junction,2026-06-06,9,Off-Peak,Day,390,446,13,53,13,3.18,2.18,0.62
Wandegeya Junction,2026-06-06,10,Off-Peak,Day,382,454,13,36,4,3.59,2.5,0.64
Wandegeya Junction,2026-06-06,10,Off-Peak,Day,332,468,16,66,1,2.78,2.77,0.56
Wandegeya Junction,2026-06-06,10,Off-Peak,Day,349,424,2,53,6,3.6,2.25,0.52
Wandegeya Junction,2026-06-06,10,Off-Peak,Day,369,410,10,54,3,3.3,1.95,0.57
Wandegeya Junction,2026-06-06,11,Off-Peak,Day,355,333,8,65,9,3.98,2.44,0.47
Wandegeya Junction,2026-06-06,11,Off-Peak,Day,324,421,15,56,2,2.57,2.58,0.51
Wandegeya Junction,2026-06-06,11,Off-Peak,Day,364,380,16,37,3,3.06,2.56,0.61
Wandegeya Junction,2026-06-06,11,Off-Peak,Day,353,366,3,63,7,3.24,2.28,0.52
Wandegeya Junction,2026-06-06,12,Off-Peak,Day,254,328,2,46,4,3.77,2.53,0.42
Wandegeya Junction,2026-06-06,12,Off-Peak,Day,222,163,15,46,0,3.15,3.13,0.3
Wandegeya Junction,2026-06-06,12,Off-Peak,Day,290,354,13,47,3,2.75,2.63,0.54
Wandegeya Junction,2026-06-06,12,Off-Peak,Day,292,328,2,62,0,3.71,2.63,0.44
Wandegeya Junction,2026-06-06,13,Off-Peak,Day,264,312,11,59,4,3.24,2.03,0.47
Wandegeya Junction,2026-06-06,13,Off-Peak,Day,316,427,17,32,7,3.38,2.89,0.49
Wandegeya Junction,2026-06-06,13,Off-Peak,Day,291,313,2,36,5,3.23,2.58,0.5
Wandegeya Junction,2026-06-06,13,Off-Peak,Day,298,292,11,58,5,2.9,2.32,0.48
Wandegeya Junction,2026-06-06,14,Off-Peak,Day,250,274,9,38,6,2.79,2.17,0.37
Wandegeya Junction,2026-06-06,14,Off-Peak,Day,291,428,6,58,7,2.8,2.01,0.6
Wandegeya Junction,2026-06-06,14,Off-Peak,Day,350,320,2,30,3,3.43,2.6,0.47
Wandegeya Junction,2026-06-06,14,Off-Peak,Day,327,316,4,43,6,3.02,2.74,0.45
Wandegeya Junction,2026-06-06,15,Off-Peak,Day,284,357,3,69,6,3.57,2.07,0.52
Wandegeya Junction,2026-06-06,15,Off-Peak,Day,297,348,11,46,5,3.33,2.01,0.47
Wandegeya Junction,2026-06-06,15,Off-Peak,Day,347,348,7,44,10,2.75,3.19,0.45
Wandegeya Junction,2026-06-06,15,Off-Peak,Day,289,287,10,50,6,3.23,2.37,0.39
Wandegeya Junction,2026-06-06,16,Off-Peak,Day,378,520,16,73,5,3.23,2.19,0.67
Wandegeya Junction,2026-06-06,16,Off-Peak,Day,408,534,11,74,9,2.74,2.48,0.73
Wandegeya Junction,2026-06-06,16,Off-Peak,Day,373,495,22,90,9,3.41,2.89,0.75
Wandegeya Junction,2026-06-06,16,Off-Peak,Day,445,496,8,66,10,3.21,2.54,0.68
Wandegeya Junction,2026-06-06,17,Peak,Day,757,774,17,90,8,2.88,2.41,1.11
Wandegeya Junction,2026-06-06,17,Peak,Day,768,814,31,67,10,3.33,2.55,1.13
Wandegeya Junction,2026-06-06,17,Peak,Day,779,792,28,54,6,4.31,3.23,1.23
Wandegeya Junction,2026-06-06,17,Peak,Day,686,749,24,70,7,3.73,2.59,1.12
Wandegeya Junction,2026-06-06,18,Peak,Day,715,853,19,85,9,3.63,2.67,1.11
Wandegeya Junction,2026-06-06,18,Peak,Day,721,870,17,74,12,3.06,2.5,1.19
Wandegeya Junction,2026-06-06,18,Peak,Day,723,806,26,85,10,4.06,2.28,1.17
Wandegeya Junction,2026-06-06,18,Peak,Day,717,802,39,56,6,3.56,2.6,1.09
Kibuye Roundabout,2026-06-06,7,Peak,Day,823,926,19,59,5,4.02,2.58,1.22
Kibuye Roundabout,2026-06-06,7,Peak,Day,784,989,34,96,2,3.55,2.76,1.28
Kibuye Roundabout,2026-06-06,7,Peak,Day,826,917,23,82,11,3.8,2.19,1.24
Kibuye Roundabout,2026-06-06,7,Peak,Day,865,978,22,91,4,3.71,2.52,1.33
Kibuye Roundabout,2026-06-06,8,Peak,Day,946,1017,23,111,13,3.98,2.53,1.35
Kibuye Roundabout,2026-06-06,8,Peak,Day,981,1056,38,86,3,3.71,2.88,1.35
Kibuye Roundabout,2026-06-06,8,Peak,Day,911,967,36,84,8,3.61,3.29,1.35
Kibuye Roundabout,2026-06-06,8,Peak,Day,922,1035,33,91,6,3.53,2.58,1.35
Kibuye Roundabout,2026-06-06,9,Off-Peak,Day,415,379,17,67,3,2.75,2.67,0.55
Kibuye Roundabout,2026-06-06,9,Off-Peak,Day,341,469,12,42,6,3.74,3.21,0.61
Kibuye Roundabout,2026-06-06,9,Off-Peak,Day,398,438,3,65,6,3.08,2.05,0.61
Kibuye Roundabout,2026-06-06,9,Off-Peak,Day,416,486,21,56,4,3.48,2.08,0.62
Kibuye Roundabout,2026-06-06,10,Off-Peak,Day,334,438,28,75,7,2.82,1.95,0.62
Kibuye Roundabout,2026-06-06,10,Off-Peak,Day,432,409,19,43,0,3.24,3.14,0.57
Kibuye Roundabout,2026-06-06,10,Off-Peak,Day,390,411,18,50,9,2.25,2.23,0.62
Kibuye Roundabout,2026-06-06,10,Off-Peak,Day,360,450,6,55,5,2.95,3.25,0.67
Kibuye Roundabout,2026-06-06,11,Off-Peak,Day,363,393,7,55,6,2.92,2.05,0.59
Kibuye Roundabout,2026-06-06,11,Off-Peak,Day,343,432,32,34,4,3.54,1.41,0.58
Kibuye Roundabout,2026-06-06,11,Off-Peak,Day,319,417,13,41,2,2.77,2.31,0.53
Kibuye Roundabout,2026-06-06,11,Off-Peak,Day,295,445,3,38,4,2.99,2.17,0.58
Kibuye Roundabout,2026-06-06,12,Off-Peak,Day,339,290,12,43,0,3.32,2.16,0.45
Kibuye Roundabout,2026-06-06,12,Off-Peak,Day,250,340,6,57,1,3.55,2.98,0.42
Kibuye Roundabout,2026-06-06,12,Off-Peak,Day,294,348,2,43,0,4.06,2.55,0.5
Kibuye Roundabout,2026-06-06,12,Off-Peak,Day,282,408,2,55,6,2.97,2.42,0.54
Kibuye Roundabout,2026-06-06,13,Off-Peak,Day,333,413,10,60,0,3.67,2.75,0.57
Kibuye Roundabout,2026-06-06,13,Off-Peak,Day,416,302,5,34,5,2.88,2.39,0.63
Kibuye Roundabout,2026-06-06,13,Off-Peak,Day,313,340,19,53,5,3.95,2.62,0.55
Kibuye Roundabout,2026-06-06,13,Off-Peak,Day,321,372,13,47,4,4.06,1.9,0.58
Kibuye Roundabout,2026-06-06,14,Off-Peak,Day,295,347,11,52,6,2.34,2.11,0.48
Kibuye Roundabout,2026-06-06,14,Off-Peak,Day,224,407,18,54,8,2.27,2.67,0.48
Kibuye Roundabout,2026-06-06,14,Off-Peak,Day,352,333,21,49,3,3.78,2.02,0.48
Kibuye Roundabout,2026-06-06,14,Off-Peak,Day,281,300,4,49,8,2.55,2.84,0.43
Kibuye Roundabout,2026-06-06,15,Off-Peak,Day,291,334,24,53,9,2.63,2.75,0.46
Kibuye Roundabout,2026-06-06,15,Off-Peak,Day,314,331,17,59,6,3.32,1.96,0.46
Kibuye Roundabout,2026-06-06,15,Off-Peak,Day,304,335,16,46,4,3.6,2.44,0.53
Kibuye Roundabout,2026-06-06,15,Off-Peak,Day,328,336,17,45,4,3.12,2.34,0.53
Kibuye Roundabout,2026-06-06,16,Off-Peak,Day,472,464,31,72,6,3.37,2.98,0.74
Kibuye Roundabout,2026-06-06,16,Off-Peak,Day,437,536,18,68,6,3.25,2.5,0.75
Kibuye Roundabout,2026-06-06,16,Off-Peak,Day,413,455,10,49,3,3.35,2.39,0.63
Kibuye Roundabout,2026-06-06,16,Off-Peak,Day,495,538,2,71,12,4.24,2.11,0.72
Kibuye Roundabout,2026-06-06,17,Peak,Day,798,949,31,86,7,3.35,2.29,1.33
Kibuye Roundabout,2026-06-06,17,Peak,Day,871,922,24,92,11,3.87,3.32,1.24
Kibuye Roundabout,2026-06-06,17,Peak,Day,864,989,31,78,8,3.37,2.7,1.29
Kibuye Roundabout,2026-06-06,17,Peak,Day,880,917,33,75,13,3.4,2.47,1.32
Kibuye Roundabout,2026-06-06,18,Peak,Day,899,927,22,68,6,2.97,2.11,1.23
Kibuye Roundabout,2026-06-06,18,Peak,Day,819,983,34,98,10,3.37,1.89,1.33
Kibuye Roundabout,2026-06-06,18,Peak,Day,812,976,28,112,9,3.12,2.55,1.24
Kibuye Roundabout,2026-06-06,18,Peak,Day,817,958,30,66,5,2.79,2.72,1.33
Bakuli Intersection,2026-06-06,7,Peak,Day,742,734,12,70,9,3.37,2.73,1.05
Bakuli Intersection,2026-06-06,7,Peak,Day,708,758,31,71,15,2.84,2.54,1.14
Bakuli Intersection,2026-06-06,7,Peak,Day,675,716,21,67,13,2.05,2.99,1.06
Bakuli Intersection,2026-06-06,7,Peak,Day,667,794,32,62,6,3.16,1.75,1.15
Bakuli Intersection,2026-06-06,8,Peak,Day,753,898,25,81,7,3.36,2.2,1.27
Bakuli Intersection,2026-06-06,8,Peak,Day,762,850,35,83,5,3.3,2.42,1.17
Bakuli Intersection,2026-06-06,8,Peak,Day,763,884,36,81,12,3.31,2.49,1.24
Bakuli Intersection,2026-06-06,8,Peak,Day,773,848,18,74,12,3.09,2.91,1.13
Bakuli Intersection,2026-06-06,9,Off-Peak,Day,358,415,15,56,1,4.11,2.24,0.57
Bakuli Intersection,2026-06-06,9,Off-Peak,Day,341,401,10,47,7,3.69,2.08,0.57
Bakuli Intersection,2026-06-06,9,Off-Peak,Day,352,423,9,44,8,2.81,2.3,0.64
Bakuli Intersection,2026-06-06,9,Off-Peak,Day,452,387,8,74,2,2.96,2.16,0.59
Bakuli Intersection,2026-06-06,10,Off-Peak,Day,317,351,9,65,9,3.56,2.54,0.57
Bakuli Intersection,2026-06-06,10,Off-Peak,Day,308,399,7,37,2,4.25,2.66,0.58
Bakuli Intersection,2026-06-06,10,Off-Peak,Day,333,331,20,58,7,3.18,2.88,0.52
Bakuli Intersection,2026-06-06,10,Off-Peak,Day,314,344,4,52,2,2.95,2.4,0.46
Bakuli Intersection,2026-06-06,11,Off-Peak,Day,327,414,2,50,10,3.69,2.53,0.62
Bakuli Intersection,2026-06-06,11,Off-Peak,Day,350,348,11,26,6,2.82,2.5,0.45
Bakuli Intersection,2026-06-06,11,Off-Peak,Day,274,371,10,60,2,2.52,3.35,0.56
Bakuli Intersection,2026-06-06,11,Off-Peak,Day,329,288,8,47,6,3.02,2.12,0.46
Bakuli Intersection,2026-06-06,12,Off-Peak,Day,271,365,18,34,3,2.49,2.01,0.52
Bakuli Intersection,2026-06-06,12,Off-Peak,Day,228,230,18,62,0,3.33,1.38,0.38
Bakuli Intersection,2026-06-06,12,Off-Peak,Day,285,317,7,51,3,2.96,1.94,0.49
Bakuli Intersection,2026-06-06,12,Off-Peak,Day,218,344,2,22,5,3.25,3.05,0.39
Bakuli Intersection,2026-06-06,13,Off-Peak,Day,304,319,6,40,11,3.94,2.76,0.4
Bakuli Intersection,2026-06-06,13,Off-Peak,Day,339,244,6,36,1,2.74,2.67,0.45
Bakuli Intersection,2026-06-06,13,Off-Peak,Day,265,333,8,39,1,3.06,1.61,0.59
Bakuli Intersection,2026-06-06,13,Off-Peak,Day,238,351,3,46,5,3.16,2.35,0.42
Bakuli Intersection,2026-06-06,14,Off-Peak,Day,317,337,9,49,6,3.44,2.64,0.54
Bakuli Intersection,2026-06-06,14,Off-Peak,Day,264,289,19,28,5,3.53,2.46,0.32
Bakuli Intersection,2026-06-06,14,Off-Peak,Day,264,315,19,56,8,3.39,2.62,0.42
Bakuli Intersection,2026-06-06,14,Off-Peak,Day,278,375,13,20,3,3.53,3.04,0.5
Bakuli Intersection,2026-06-06,15,Off-Peak,Day,272,370,19,33,7,3.91,2.54,0.57
Bakuli Intersection,2026-06-06,15,Off-Peak,Day,229,330,7,29,2,3.07,2.49,0.35
Bakuli Intersection,2026-06-06,15,Off-Peak,Day,261,360,12,39,2,4.28,2.63,0.48
Bakuli Intersection,2026-06-06,15,Off-Peak,Day,229,309,6,45,3,2.87,3.08,0.33
Bakuli Intersection,2026-06-06,16,Off-Peak,Day,364,472,25,45,10,3.77,1.81,0.64
Bakuli Intersection,2026-06-06,16,Off-Peak,Day,395,479,19,70,6,3.69,2.48,0.64
Bakuli Intersection,2026-06-06,16,Off-Peak,Day,363,386,6,53,9,3.04,2.82,0.57
Bakuli Intersection,2026-06-06,16,Off-Peak,Day,399,438,7,68,1,2.48,2.4,0.59
Bakuli Intersection,2026-06-06,17,Peak,Day,667,750,33,83,11,3.64,2.07,1.06
Bakuli Intersection,2026-06-06,17,Peak,Day,760,791,35,48,6,3.09,3.01,1.16
Bakuli Intersection,2026-06-06,17,Peak,Day,660,772,28,62,7,3.89,3.35,1.03
Bakuli Intersection,2026-06-06,17,Peak,Day,618,761,12,55,8,4.05,2.58,1.04
Bakuli Intersection,2026-06-06,18,Peak,Day,616,772,22,74,10,3.08,1.91,0.99
Bakuli Intersection,2026-06-06,18,Peak,Day,646,708,5,77,6,2.81,1.21,0.97
Bakuli Intersection,2026-06-06,18,Peak,Day,650,754,36,55,11,2.89,2.34,1.05
Bakuli Intersection,2026-06-06,18,Peak,Day,682,763,37,62,2,3.46,2.94,1.06
Bwaise Junction,2026-06-06,7,Peak,Day,602,698,4,71,7,3.5,2.14,0.95
Bwaise Junction,2026-06-06,7,Peak,Day,656,708,29,90,12,1.79,3.13,1.08
Bwaise Junction,2026-06-06,7,Peak,Day,711,771,28,90,10,4.3,2.59,1.18
Bwaise Junction,2026-06-06,7,Peak,Day,630,737,9,72,4,2.93,2.82,0.92
Bwaise Junction,2026-06-06,8,Peak,Day,744,844,37,78,3,3.17,2.3,1.15
Bwaise Junction,2026-06-06,8,Peak,Day,728,836,25,75,3,3.32,2.99,1.13
Bwaise Junction,2026-06-06,8,Peak,Day,730,813,20,79,11,3.01,2.5,1.11
Bwaise Junction,2026-06-06,8,Peak,Day,730,773,19,81,8,3.07,2.36,1.12
Bwaise Junction,2026-06-06,9,Off-Peak,Day,359,395,13,73,3,2.51,2.65,0.58
Bwaise Junction,2026-06-06,9,Off-Peak,Day,342,381,3,56,4,4.02,2.61,0.51
Bwaise Junction,2026-06-06,9,Off-Peak,Day,343,461,7,49,3,3.03,2.26,0.56
Bwaise Junction,2026-06-06,9,Off-Peak,Day,312,362,2,59,4,3.94,3.02,0.5
Bwaise Junction,2026-06-06,10,Off-Peak,Day,312,341,9,58,5,2.89,2.19,0.48
Bwaise Junction,2026-06-06,10,Off-Peak,Day,288,415,14,43,5,3.29,2.37,0.46
Bwaise Junction,2026-06-06,10,Off-Peak,Day,385,383,11,40,3,3.95,2.61,0.6
Bwaise Junction,2026-06-06,10,Off-Peak,Day,355,432,17,26,7,2.63,2.15,0.63
Bwaise Junction,2026-06-06,11,Off-Peak,Day,291,337,4,50,7,2.88,2.16,0.53
Bwaise Junction,2026-06-06,11,Off-Peak,Day,339,359,21,53,5,3.13,2.61,0.56
Bwaise Junction,2026-06-06,11,Off-Peak,Day,292,329,2,43,2,2.54,2.72,0.43
Bwaise Junction,2026-06-06,11,Off-Peak,Day,257,323,10,51,3,3.26,2.64,0.41
Bwaise Junction,2026-06-06,12,Off-Peak,Day,283,264,2,39,4,2.79,2.39,0.38
Bwaise Junction,2026-06-06,12,Off-Peak,Day,216,364,22,36,4,2.91,2.3,0.39
Bwaise Junction,2026-06-06,12,Off-Peak,Day,256,280,2,61,1,3.42,2.07,0.42
Bwaise Junction,2026-06-06,12,Off-Peak,Day,250,197,14,47,1,3.64,2.36,0.3
Bwaise Junction,2026-06-06,13,Off-Peak,Day,318,285,17,50,2,2.95,2.91,0.58
Bwaise Junction,2026-06-06,13,Off-Peak,Day,287,284,16,39,0,3.47,2.55,0.44
Bwaise Junction,2026-06-06,13,Off-Peak,Day,232,281,2,44,5,3.62,2.09,0.38
Bwaise Junction,2026-06-06,13,Off-Peak,Day,293,326,14,39,10,2.82,2.6,0.5
Bwaise Junction,2026-06-06,14,Off-Peak,Day,261,360,15,46,0,3.1,2.71,0.49
Bwaise Junction,2026-06-06,14,Off-Peak,Day,288,383,17,40,6,3.25,2.81,0.55
Bwaise Junction,2026-06-06,14,Off-Peak,Day,266,264,5,45,5,3.7,2.39,0.46
Bwaise Junction,2026-06-06,14,Off-Peak,Day,296,361,2,51,8,3.07,2.21,0.48
Bwaise Junction,2026-06-06,15,Off-Peak,Day,273,319,9,39,4,3.77,2.53,0.41
Bwaise Junction,2026-06-06,15,Off-Peak,Day,250,257,8,57,6,3.68,2.87,0.32
Bwaise Junction,2026-06-06,15,Off-Peak,Day,332,319,10,24,5,3.0,2.73,0.49
Bwaise Junction,2026-06-06,15,Off-Peak,Day,311,275,2,29,4,3.38,2.2,0.45
Bwaise Junction,2026-06-06,16,Off-Peak,Day,347,426,9,70,6,4.03,2.26,0.63
Bwaise Junction,2026-06-06,16,Off-Peak,Day,463,493,12,38,7,3.71,2.2,0.7
Bwaise Junction,2026-06-06,16,Off-Peak,Day,363,412,6,67,3,2.41,2.9,0.56
Bwaise Junction,2026-06-06,16,Off-Peak,Day,375,423,23,63,11,2.95,1.85,0.64
Bwaise Junction,2026-06-06,17,Peak,Day,648,700,13,74,6,2.71,3.12,0.94
Bwaise Junction,2026-06-06,17,Peak,Day,706,748,29,66,12,3.41,2.48,1.07
Bwaise Junction,2026-06-06,17,Peak,Day,702,746,2,75,7,3.0,2.75,1.06
Bwaise Junction,2026-06-06,17,Peak,Day,652,749,12,69,9,2.82,2.59,0.98
Bwaise Junction,2026-06-06,18,Peak,Day,580,747,28,65,7,2.87,2.89,0.92
Bwaise Junction,2026-06-06,18,Peak,Day,632,722,22,77,9,3.85,2.89,1.0
Bwaise Junction,2026-06-06,18,Peak,Day,648,753,25,75,11,2.79,2.07,1.09
Bwaise Junction,2026-06-06,18,Peak,Day,680,663,17,76,9,3.39,1.96,1.05
Natete Junction,2026-06-06,7,Peak,Day,752,871,20,77,4,2.64,3.04,1.26
Natete Junction,2026-06-06,7,Peak,Day,825,865,37,83,4,3.26,2.34,1.3
Natete Junction,2026-06-06,7,Peak,Day,707,851,17,92,6,3.63,3.22,1.15
Natete Junction,2026-06-06,7,Peak,Day,759,815,38,107,14,2.66,2.89,1.2
Natete Junction,2026-06-06,8,Peak,Day,878,1028,30,92,5,3.63,2.7,1.35
Natete Junction,2026-06-06,8,Peak,Day,914,977,32,90,0,3.68,2.34,1.35
Natete Junction,2026-06-06,8,Peak,Day,845,1032,27,94,11,3.22,2.39,1.3
Natete Junction,2026-06-06,8,Peak,Day,860,978,28,98,3,3.54,2.48,1.35
Natete Junction,2026-06-06,9,Off-Peak,Day,341,414,20,57,10,3.53,2.26,0.58
Natete Junction,2026-06-06,9,Off-Peak,Day,450,480,17,57,8,3.55,2.94,0.73
Natete Junction,2026-06-06,9,Off-Peak,Day,387,466,22,54,3,3.26,1.84,0.63
