Intersection,Date,Hour,Period,Weather,Cars,Boda_bodas,Tricycles,Minibuses,Heavy_Trucks
Bakuli Intersection,2026-06-06,13,Off-Peak,Dry,155,388,77,66,8
Bakuli Intersection,2026-06-06,14,Off-Peak,Dry,133,245,83,55,6
Bakuli Intersection,2026-06-06,14,Off-Peak,Dry,220,322,108,101,4
Bakuli Intersection,2026-06-06,14,Off-Peak,Dry,125,399,79,40,9
Bakuli Intersection,2026-06-06,14,Off-Peak,Dry,143,343,95,48,7
Bakuli Intersection,2026-06-06,15,Off-Peak,Dry,250,531,100,76,18
Bakuli Intersection,2026-06-06,15,Off-Peak,Dry,198,331,97,63,11
Bakuli Intersection,2026-06-06,15,Off-Peak,Dry,189,380,101,82,13
Bakuli Intersection,2026-06-06,15,Off-Peak,Dry,186,364,74,88,8
Bakuli Intersection,2026-06-06,16,Peak,Dry,457,1182,219,219,16
Bakuli Intersection,2026-06-06,16,Peak,Dry,356,1003,257,152,16
Bakuli Intersection,2026-06-06,16,Peak,Dry,303,853,218,133,10
Bakuli Intersection,2026-06-06,16,Peak,Dry,375,850,199,156,13
Bakuli Intersection,2026-06-06,17,Peak,Dry,374,768,267,139,28
Bakuli Intersection,2026-06-06,17,Peak,Dry,560,1056,281,198,21
Bakuli Intersection,2026-06-06,17,Peak,Dry,352,864,218,111,11
Bakuli Intersection,2026-06-06,17,Peak,Dry,462,1078,229,229,35
Bakuli Intersection,2026-06-06,18,Peak,Dry,383,1084,225,159,11
Bakuli Intersection,2026-06-06,18,Peak,Dry,413,1180,219,174,29
Bakuli Intersection,2026-06-06,18,Peak,Dry,438,679,223,203,22
Bakuli Intersection,2026-06-06,18,Peak,Dry,375,731,196,136,19
Bakuli Intersection,2026-06-06,19,Off-Peak,Dry,330,1128,204,144,12
Bakuli Intersection,2026-06-06,19,Off-Peak,Dry,394,1104,263,190,10
Bakuli Intersection,2026-06-06,19,Off-Peak,Dry,423,1084,235,146,16
Bakuli Intersection,2026-06-06,19,Off-Peak,Dry,435,1114,251,164,20
Bakuli Intersection,2026-06-06,20,Off-Peak,Dry,153,313,101,55,8
Bakuli Intersection,2026-06-06,20,Off-Peak,Dry,162,484,116,50,3
Bakuli Intersection,2026-06-06,20,Off-Peak,Dry,144,309,70,69,9
Bakuli Intersection,2026-06-06,20,Off-Peak,Dry,174,316,121,59,4
Bakuli Intersection,2026-06-06,21,Off-Peak,Dry,151,220,75,50,9
Bakuli Intersection,2026-06-06,21,Off-Peak,Dry,141,314,56,43,8
Bakuli Intersection,2026-06-06,21,Off-Peak,Dry,203,582,93,64,9
Bakuli Intersection,2026-06-06,21,Off-Peak,Dry,159,382,94,53,8
Bakuli Intersection,2026-06-07,6,Off-Peak,Dry,169,425,95,78,7
Bakuli Intersection,2026-06-07,6,Off-Peak,Dry,163,285,90,51,8
Bakuli Intersection,2026-06-07,6,Off-Peak,Dry,212,424,110,104,5
Bakuli Intersection,2026-06-07,6,Off-Peak,Dry,212,568,115,89,7
Bakuli Intersection,2026-06-07,7,Peak,Dry,497,896,220,237,17
Bakuli Intersection,2026-06-07,7,Peak,Dry,355,988,185,132,15
Bakuli Intersection,2026-06-07,7,Peak,Dry,500,814,250,157,12
Bakuli Intersection,2026-06-07,7,Peak,Dry,549,1253,272,196,19
Bakuli Intersection,2026-06-07,8,Peak,Dry,496,1002,200,209,21
Bakuli Intersection,2026-06-07,8,Peak,Dry,407,937,193,182,9
Bakuli Intersection,2026-06-07,8,Peak,Dry,449,1116,220,209,22
Bakuli Intersection,2026-06-07,8,Peak,Dry,347,781,220,170,8
Bakuli Intersection,2026-06-07,9,Off-Peak,Dry,429,1265,201,194,18
Bakuli Intersection,2026-06-07,9,Off-Peak,Dry,429,1193,231,204,14
Bakuli Intersection,2026-06-07,9,Off-Peak,Dry,379,861,209,173,19
Bakuli Intersection,2026-06-07,9,Off-Peak,Dry,379,1319,285,152,16
Bakuli Intersection,2026-06-07,10,Off-Peak,Dry,156,544,109,50,10
Bakuli Intersection,2026-06-07,10,Off-Peak,Dry,214,334,105,71,12
Bakuli Intersection,2026-06-07,10,Off-Peak,Dry,159,455,116,52,5
Bakuli Intersection,2026-06-07,10,Off-Peak,Dry,121,284,71,38,3
Bakuli Intersection,2026-06-07,11,Off-Peak,Dry,118,349,72,57,3
Bakuli Intersection,2026-06-07,11,Off-Peak,Dry,208,324,126,69,7
Bakuli Intersection,2026-06-07,11,Off-Peak,Dry,195,498,115,87,6
Bakuli Intersection,2026-06-07,11,Off-Peak,Dry,225,544,121,92,6
Bakuli Intersection,2026-06-07,12,Off-Peak,Dry,145,294,70,58,7
Bakuli Intersection,2026-06-07,12,Off-Peak,Dry,132,412,77,57,9
Bakuli Intersection,2026-06-07,12,Off-Peak,Dry,174,502,110,80,13
Bakuli Intersection,2026-06-07,12,Off-Peak,Dry,139,261,96,44,5
Bakuli Intersection,2026-06-07,13,Off-Peak,Dry,141,367,83,70,4
Bakuli Intersection,2026-06-07,13,Off-Peak,Dry,185,337,110,80,8
Bakuli Intersection,2026-06-07,13,Off-Peak,Dry,121,323,83,48,3
Bakuli Intersection,2026-06-07,13,Off-Peak,Dry,203,362,111,72,12
Bakuli Intersection,2026-06-07,14,Off-Peak,Dry,141,237,64,68,3
Bakuli Intersection,2026-06-07,14,Off-Peak,Dry,219,482,97,87,4
Bakuli Intersection,2026-06-07,14,Off-Peak,Dry,176,360,89,67,6
Bakuli Intersection,2026-06-07,14,Off-Peak,Dry,126,244,65,49,7
Bakuli Intersection,2026-06-07,15,Off-Peak,Dry,146,289,84,67,11
Bakuli Intersection,2026-06-07,15,Off-Peak,Dry,158,391,73,61,5
Bakuli Intersection,2026-06-07,15,Off-Peak,Dry,171,395,103,76,3
Bakuli Intersection,2026-06-07,15,Off-Peak,Dry,175,263,85,53,9
Bakuli Intersection,2026-06-07,16,Peak,Dry,443,791,193,134,13
Bakuli Intersection,2026-06-07,16,Peak,Dry,388,1034,181,130,16
Bakuli Intersection,2026-06-07,16,Peak,Dry,389,1024,184,126,14
Bakuli Intersection,2026-06-07,16,Peak,Dry,394,1211,275,143,28
Bakuli Intersection,2026-06-07,17,Peak,Dry,386,695,213,182,19
Bakuli Intersection,2026-06-07,17,Peak,Dry,424,1149,231,162,10
Bakuli Intersection,2026-06-07,17,Peak,Dry,475,680,229,207,17
Bakuli Intersection,2026-06-07,17,Peak,Dry,545,859,203,245,30
Bakuli Intersection,2026-06-07,18,Peak,Dry,506,897,218,202,22
Bakuli Intersection,2026-06-07,18,Peak,Dry,410,940,242,196,15
Bakuli Intersection,2026-06-07,18,Peak,Dry,444,1261,226,197,19
Bakuli Intersection,2026-06-07,18,Peak,Dry,457,824,248,187,22
Bakuli Intersection,2026-06-07,19,Off-Peak,Dry,318,1069,226,114,22
Bakuli Intersection,2026-06-07,19,Off-Peak,Dry,498,1058,249,195,37
Bakuli Intersection,2026-06-07,19,Off-Peak,Dry,375,941,163,148,11
Bakuli Intersection,2026-06-07,19,Off-Peak,Dry,491,1202,244,165,17
Bakuli Intersection,2026-06-07,20,Off-Peak,Dry,209,401,111,91,10
Bakuli Intersection,2026-06-07,20,Off-Peak,Dry,192,298,87,87,4
Bakuli Intersection,2026-06-07,20,Off-Peak,Dry,198,531,117,72,12
Bakuli Intersection,2026-06-07,20,Off-Peak,Dry,204,342,95,79,12
Bakuli Intersection,2026-06-07,21,Off-Peak,Dry,103,353,65,45,7
Bakuli Intersection,2026-06-07,21,Off-Peak,Dry,149,383,78,52,5
Bakuli Intersection,2026-06-07,21,Off-Peak,Dry,215,486,82,72,4
Bakuli Intersection,2026-06-07,21,Off-Peak,Dry,206,359,111,101,16
Bakuli Intersection,2026-06-08,6,Off-Peak,Dry,147,406,114,56,5
Bakuli Intersection,2026-06-08,6,Off-Peak,Dry,179,443,85,61,9
Bakuli Intersection,2026-06-08,6,Off-Peak,Dry,122,254,70,39,8
Bakuli Intersection,2026-06-08,6,Off-Peak,Dry,137,367,75,50,7
Bakuli Intersection,2026-06-08,7,Peak,Dry,468,1260,280,185,30
Bakuli Intersection,2026-06-08,7,Peak,Dry,446,712,190,195,26
Bakuli Intersection,2026-06-08,7,Peak,Dry,409,747,188,176,25
Bakuli Intersection,2026-06-08,7,Peak,Dry,540,1015,275,172,34
Bakuli Intersection,2026-06-08,8,Peak,Dry,444,971,236,198,9
Bakuli Intersection,2026-06-08,8,Peak,Dry,445,1188,217,222,28
Bakuli Intersection,2026-06-08,8,Peak,Dry,454,1070,201,173,12
Bakuli Intersection,2026-06-08,8,Peak,Dry,393,1053,256,141,17
Bakuli Intersection,2026-06-08,9,Off-Peak,Dry,495,1212,232,160,26
Bakuli Intersection,2026-06-08,9,Off-Peak,Dry,335,683,215,102,26
Bakuli Intersection,2026-06-08,9,Off-Peak,Dry,472,1041,222,186,16
Bakuli Intersection,2026-06-08,9,Off-Peak,Dry,419,1059,204,148,19
Bakuli Intersection,2026-06-08,10,Off-Peak,Dry,219,342,91,70,11
Bakuli Intersection,2026-06-08,10,Off-Peak,Dry,216,459,97,103,8
Bakuli Intersection,2026-06-08,10,Off-Peak,Dry,175,583,118,71,7
Bakuli Intersection,2026-06-08,10,Off-Peak,Dry,114,353,60,53,6
Bakuli Intersection,2026-06-08,11,Off-Peak,Dry,154,336,81,58,7
Bakuli Intersection,2026-06-08,11,Off-Peak,Dry,137,427,74,62,3
Bakuli Intersection,2026-06-08,11,Off-Peak,Dry,207,440,100,80,5
Bakuli Intersection,2026-06-08,11,Off-Peak,Dry,228,462,123,75,11
Bakuli Intersection,2026-06-08,12,Off-Peak,Dry,153,318,86,60,3
Bakuli Intersection,2026-06-08,12,Off-Peak,Dry,164,272,82,73,6
Bakuli Intersection,2026-06-08,12,Off-Peak,Dry,193,425,110,73,7
Bakuli Intersection,2026-06-08,12,Off-Peak,Dry,155,216,75,72,12
Bakuli Intersection,2026-06-08,13,Off-Peak,Dry,181,325,86,68,11
Bakuli Intersection,2026-06-08,13,Off-Peak,Dry,137,502,106,63,6
Bakuli Intersection,2026-06-08,13,Off-Peak,Dry,141,373,80,45,5
Bakuli Intersection,2026-06-08,13,Off-Peak,Dry,150,273,65,71,5
Bakuli Intersection,2026-06-08,14,Off-Peak,Dry,175,495,111,56,12
Bakuli Intersection,2026-06-08,14,Off-Peak,Dry,249,433,109,107,4
Bakuli Intersection,2026-06-08,14,Off-Peak,Dry,118,261,67,46,9
Bakuli Intersection,2026-06-08,14,Off-Peak,Dry,206,537,94,95,11
Bakuli Intersection,2026-06-08,15,Off-Peak,Dry,178,543,113,62,7
Bakuli Intersection,2026-06-08,15,Off-Peak,Dry,130,221,71,63,3
Bakuli Intersection,2026-06-08,15,Off-Peak,Dry,172,513,93,62,9
Bakuli Intersection,2026-06-08,15,Off-Peak,Dry,147,468,90,44,5
Bakuli Intersection,2026-06-08,16,Peak,Dry,508,1113,252,186,28
Bakuli Intersection,2026-06-08,16,Peak,Dry,508,771,193,177,38
Bakuli Intersection,2026-06-08,16,Peak,Dry,453,629,186,184,25
Bakuli Intersection,2026-06-08,16,Peak,Dry,469,971,228,152,25
Bakuli Intersection,2026-06-08,17,Peak,Dry,366,1059,233,178,9
Bakuli Intersection,2026-06-08,17,Peak,Dry,430,789,258,197,32
Bakuli Intersection,2026-06-08,17,Peak,Dry,519,708,218,178,30
Bakuli Intersection,2026-06-08,17,Peak,Dry,512,1117,239,154,30
Bakuli Intersection,2026-06-08,18,Peak,Dry,378,842,258,184,20
Bakuli Intersection,2026-06-08,18,Peak,Dry,371,996,170,166,26
Bakuli Intersection,2026-06-08,18,Peak,Dry,507,800,213,201,14
Bakuli Intersection,2026-06-08,18,Peak,Dry,382,793,212,149,8
Bakuli Intersection,2026-06-08,19,Off-Peak,Dry,535,1154,237,162,16
Bakuli Intersection,2026-06-08,19,Off-Peak,Dry,380,1002,238,135,21
Bakuli Intersection,2026-06-08,19,Off-Peak,Dry,502,861,202,165,31
Bakuli Intersection,2026-06-08,19,Off-Peak,Dry,432,759,240,177,34
Bakuli Intersection,2026-06-08,20,Off-Peak,Dry,223,539,91,87,16
Bakuli Intersection,2026-06-08,20,Off-Peak,Dry,146,287,74,68,8
Bakuli Intersection,2026-06-08,20,Off-Peak,Dry,143,271,63,51,5
Bakuli Intersection,2026-06-08,20,Off-Peak,Dry,221,566,94,83,8
Bakuli Intersection,2026-06-08,21,Off-Peak,Dry,227,452,94,96,7
Bakuli Intersection,2026-06-08,21,Off-Peak,Dry,247,488,100,88,10
Bakuli Intersection,2026-06-08,21,Off-Peak,Dry,220,494,113,102,15
Bakuli Intersection,2026-06-08,21,Off-Peak,Dry,147,506,107,57,5
Bakuli Intersection,2026-06-09,6,Off-Peak,Wet (Rain),126,240,60,42,5
Bakuli Intersection,2026-06-09,6,Off-Peak,Wet (Rain),198,410,105,86,9
Bakuli Intersection,2026-06-09,6,Off-Peak,Wet (Rain),112,320,52,34,4
Bakuli Intersection,2026-06-09,6,Off-Peak,Dry,218,467,117,102,16
Bakuli Intersection,2026-06-09,7,Peak,Wet (Rain),434,738,194,156,13
Bakuli Intersection,2026-06-09,7,Peak,Dry,513,1210,225,212,21
Bakuli Intersection,2026-06-09,7,Peak,Dry,442,749,173,207,16
Bakuli Intersection,2026-06-09,7,Peak,Dry,315,961,181,127,10
Bakuli Intersection,2026-06-09,8,Peak,Wet (Rain),426,893,168,164,16
Bakuli Intersection,2026-06-09,8,Peak,Dry,472,735,192,164,34
Bakuli Intersection,2026-06-09,8,Peak,Wet (Rain),342,863,186,112,10
Bakuli Intersection,2026-06-09,8,Peak,Dry,428,754,241,168,8
Bakuli Intersection,2026-06-09,9,Off-Peak,Wet (Rain),282,663,158,113,7
Bakuli Intersection,2026-06-09,9,Off-Peak,Dry,493,1107,239,199,32
Bakuli Intersection,2026-06-09,9,Off-Peak,Dry,480,1126,250,211,22
Bakuli Intersection,2026-06-09,9,Off-Peak,Wet (Rain),455,925,207,199,16
Bakuli Intersection,2026-06-09,10,Off-Peak,Wet (Rain),162,317,76,60,11
Bakuli Intersection,2026-06-09,10,Off-Peak,Dry,194,385,112,87,13
Bakuli Intersection,2026-06-09,10,Off-Peak,Dry,210,586,116,100,12
Bakuli Intersection,2026-06-09,10,Off-Peak,Wet (Rain),212,331,83,84,5
Bakuli Intersection,2026-06-09,11,Off-Peak,Wet (Rain),123,327,68,48,4
Bakuli Intersection,2026-06-09,11,Off-Peak,Dry,163,512,84,80,4
Bakuli Intersection,2026-06-09,11,Off-Peak,Dry,177,336,112,80,8
Bakuli Intersection,2026-06-09,11,Off-Peak,Dry,198,535,96,95,4
Bakuli Intersection,2026-06-09,12,Off-Peak,Dry,226,494,125,68,12
Bakuli Intersection,2026-06-09,12,Off-Peak,Wet (Rain),195,284,85,83,14
Bakuli Intersection,2026-06-09,12,Off-Peak,Dry,115,293,58,46,9
Bakuli Intersection,2026-06-09,12,Off-Peak,Dry,170,394,86,73,12
Bakuli Intersection,2026-06-09,13,Off-Peak,Dry,151,426,85,75,7
Bakuli Intersection,2026-06-09,13,Off-Peak,Dry,114,354,76,53,4
Bakuli Intersection,2026-06-09,13,Off-Peak,Dry,198,352,105,83,6
Bakuli Intersection,2026-06-09,13,Off-Peak,Dry,206,330,84,62,7
Bakuli Intersection,2026-06-09,14,Off-Peak,Dry,152,393,77,63,5
Bakuli Intersection,2026-06-09,14,Off-Peak,Dry,188,448,117,90,14
Bakuli Intersection,2026-06-09,14,Off-Peak,Dry,190,351,84,83,12
Bakuli Intersection,2026-06-09,14,Off-Peak,Dry,164,453,89,53,4
Bakuli Intersection,2026-06-09,15,Off-Peak,Wet (Rain),216,354,89,69,10
Bakuli Intersection,2026-06-09,15,Off-Peak,Dry,203,463,129,98,15
Bakuli Intersection,2026-06-09,15,Off-Peak,Dry,146,323,72,53,9
Bakuli Intersection,2026-06-09,15,Off-Peak,Wet (Rain),179,377,80,88,12
Bakuli Intersection,2026-06-09,16,Peak,Dry,532,805,257,254,11
Bakuli Intersection,2026-06-09,16,Peak,Dry,382,832,261,157,29
Bakuli Intersection,2026-06-09,16,Peak,Wet (Rain),421,1137,172,180,33
Bakuli Intersection,2026-06-09,16,Peak,Dry,465,1127,217,141,27
Bakuli Intersection,2026-06-09,17,Peak,Dry,370,1125,180,161,21
Bakuli Intersection,2026-06-09,17,Peak,Dry,319,1106,216,145,18
Bakuli Intersection,2026-06-09,17,Peak,Dry,372,716,220,156,18
Bakuli Intersection,2026-06-09,17,Peak,Dry,538,1052,202,252,42
Bakuli Intersection,2026-06-09,18,Peak,Wet (Rain),372,634,182,175,26
Bakuli Intersection,2026-06-09,18,Peak,Dry,380,892,202,123,8
Bakuli Intersection,2026-06-09,18,Peak,Dry,342,936,176,103,25
Bakuli Intersection,2026-06-09,18,Peak,Dry,442,1221,233,148,26
Bakuli Intersection,2026-06-09,19,Off-Peak,Dry,481,1136,210,187,15
Bakuli Intersection,2026-06-09,19,Off-Peak,Wet (Rain),295,624,191,118,19
Bakuli Intersection,2026-06-09,19,Off-Peak,Dry,438,794,160,153,16
Bakuli Intersection,2026-06-09,19,Off-Peak,Wet (Rain),467,954,213,211,24
Bakuli Intersection,2026-06-09,20,Off-Peak,Dry,132,261,64,65,5
Bakuli Intersection,2026-06-09,20,Off-Peak,Wet (Rain),177,290,70,63,12
Bakuli Intersection,2026-06-09,20,Off-Peak,Dry,147,338,75,70,6
Bakuli Intersection,2026-06-09,20,Off-Peak,Dry,163,282,82,54,11
Bakuli Intersection,2026-06-09,21,Off-Peak,Wet (Rain),126,437,68,62,4
Bakuli Intersection,2026-06-09,21,Off-Peak,Dry,154,421,72,51,9
Bakuli Intersection,2026-06-09,21,Off-Peak,Dry,188,406,87,87,4
Bakuli Intersection,2026-06-09,21,Off-Peak,Dry,166,266,66,64,8
Bakuli Intersection,2026-06-10,6,Off-Peak,Dry,172,339,99,83,13
Bakuli Intersection,2026-06-10,6,Off-Peak,Dry,179,277,85,72,7
Bakuli Intersection,2026-06-10,6,Off-Peak,Dry,124,340,65,51,8
Bakuli Intersection,2026-06-10,6,Off-Peak,Dry,256,426,103,89,16
Bakuli Intersection,2026-06-10,7,Peak,Dry,428,815,182,157,28
Bakuli Intersection,2026-06-10,7,Peak,Dry,479,1209,236,169,33
Bakuli Intersection,2026-06-10,7,Peak,Dry,476,801,229,143,13
Bakuli Intersection,2026-06-10,7,Peak,Dry,357,846,250,142,11
Bakuli Intersection,2026-06-10,8,Peak,Dry,407,867,217,198,20
Bakuli Intersection,2026-06-10,8,Peak,Dry,476,999,229,155,33
Bakuli Intersection,2026-06-10,8,Peak,Dry,522,1163,243,230,28
Bakuli Intersection,2026-06-10,8,Peak,Dry,365,972,179,112,25
Bakuli Intersection,2026-06-10,9,Off-Peak,Dry,361,844,231,125,25
Bakuli Intersection,2026-06-10,9,Off-Peak,Dry,336,933,202,129,7
Bakuli Intersection,2026-06-10,9,Off-Peak,Dry,375,663,221,157,9
Bakuli Intersection,2026-06-10,9,Off-Peak,Dry,435,636,182,190,11
Bakuli Intersection,2026-06-10,10,Off-Peak,Dry,153,527,92,64,8
Bakuli Intersection,2026-06-10,10,Off-Peak,Dry,148,440,102,60,10
Bakuli Intersection,2026-06-10,10,Off-Peak,Dry,259,610,104,95,12
Bakuli Intersection,2026-06-10,10,Off-Peak,Dry,186,366,82,74,10
Bakuli Intersection,2026-06-10,11,Off-Peak,Dry,117,232,73,52,6
Bakuli Intersection,2026-06-10,11,Off-Peak,Dry,183,315,90,78,14
Bakuli Intersection,2026-06-10,11,Off-Peak,Dry,215,435,128,66,10
Bakuli Intersection,2026-06-10,11,Off-Peak,Dry,176,437,76,85,4
Bakuli Intersection,2026-06-10,12,Off-Peak,Dry,200,339,89,96,4
Bakuli Intersection,2026-06-10,12,Off-Peak,Dry,149,284,76,74,8
Bakuli Intersection,2026-06-10,12,Off-Peak,Dry,166,518,114,58,4
Bakuli Intersection,2026-06-10,12,Off-Peak,Dry,208,388,86,77,7
Bakuli Intersection,2026-06-10,13,Off-Peak,Dry,138,320,68,66,5
Bakuli Intersection,2026-06-10,13,Off-Peak,Dry,184,402,93,85,8
Bakuli Intersection,2026-06-10,13,Off-Peak,Dry,194,375,105,78,12
Bakuli Intersection,2026-06-10,13,Off-Peak,Dry,190,419,93,65,14
Bakuli Intersection,2026-06-10,14,Off-Peak,Dry,170,475,98,65,12
Bakuli Intersection,2026-06-10,14,Off-Peak,Dry,178,327,71,55,6
Bakuli Intersection,2026-06-10,14,Off-Peak,Dry,170,383,71,83,4
Bakuli Intersection,2026-06-10,14,Off-Peak,Dry,162,326,90,69,12
Bakuli Intersection,2026-06-10,15,Off-Peak,Dry,194,587,100,90,13
Bakuli Intersection,2026-06-10,15,Off-Peak,Dry,149,382,81,53,6
Bakuli Intersection,2026-06-10,15,Off-Peak,Dry,115,215,71,49,2
Bakuli Intersection,2026-06-10,15,Off-Peak,Dry,139,255,71,68,9
Bakuli Intersection,2026-06-10,16,Peak,Dry,497,1320,287,162,21
Bakuli Intersection,2026-06-10,16,Peak,Dry,310,992,217,109,14
Bakuli Intersection,2026-06-10,16,Peak,Dry,475,1004,279,205,9
Bakuli Intersection,2026-06-10,16,Peak,Dry,443,771,197,184,27
Bakuli Intersection,2026-06-10,17,Peak,Dry,371,1054,183,174,17
Bakuli Intersection,2026-06-10,17,Peak,Dry,429,1095,193,201,19
Bakuli Intersection,2026-06-10,17,Peak,Dry,384,1204,275,128,13
Bakuli Intersection,2026-06-10,17,Peak,Dry,453,1037,245,193,9
Bakuli Intersection,2026-06-10,18,Peak,Dry,377,1041,271,181,10
Bakuli Intersection,2026-06-10,18,Peak,Dry,482,1009,196,177,21
Bakuli Intersection,2026-06-10,18,Peak,Dry,330,1086,176,108,9
Bakuli Intersection,2026-06-10,18,Peak,Dry,381,1056,231,159,17
Bakuli Intersection,2026-06-10,19,Off-Peak,Dry,425,788,256,143,11
Bakuli Intersection,2026-06-10,19,Off-Peak,Dry,467,1169,236,204,10
Bakuli Intersection,2026-06-10,19,Off-Peak,Dry,381,729,213,154,30
Bakuli Intersection,2026-06-10,19,Off-Peak,Dry,383,591,191,180,20
Bakuli Intersection,2026-06-10,20,Off-Peak,Dry,194,629,132,96,14
Bakuli Intersection,2026-06-10,20,Off-Peak,Dry,167,293,63,54,4
Bakuli Intersection,2026-06-10,20,Off-Peak,Dry,173,376,89,60,13
Bakuli Intersection,2026-06-10,20,Off-Peak,Dry,144,276,99,62,4
Bakuli Intersection,2026-06-10,21,Off-Peak,Dry,212,487,79,99,14
Bakuli Intersection,2026-06-10,21,Off-Peak,Dry,140,357,66,60,7
Bakuli Intersection,2026-06-10,21,Off-Peak,Dry,163,397,93,56,7
Bakuli Intersection,2026-06-10,21,Off-Peak,Dry,219,597,134,97,4
Bakuli Intersection,2026-06-11,6,Off-Peak,Dry,168,392,113,68,7
Bakuli Intersection,2026-06-11,6,Off-Peak,Dry,109,233,67,36,2
Bakuli Intersection,2026-06-11,6,Off-Peak,Dry,186,373,100,87,12
Bakuli Intersection,2026-06-11,6,Off-Peak,Dry,162,335,115,51,11
Bakuli Intersection,2026-06-11,7,Peak,Dry,371,1095,179,113,22
Bakuli Intersection,2026-06-11,7,Peak,Dry,442,806,225,178,10
Bakuli Intersection,2026-06-11,7,Peak,Dry,387,885,222,158,22
Bakuli Intersection,2026-06-11,7,Peak,Dry,404,982,241,180,27
Bakuli Intersection,2026-06-11,8,Peak,Dry,390,979,224,148,20
Bakuli Intersection,2026-06-11,8,Peak,Dry,350,1085,213,163,18
Bakuli Intersection,2026-06-11,8,Peak,Dry,450,879,195,147,32
Bakuli Intersection,2026-06-11,8,Peak,Dry,402,711,186,190,19
Bakuli Intersection,2026-06-11,9,Off-Peak,Dry,327,891,223,134,22
Bakuli Intersection,2026-06-11,9,Off-Peak,Dry,437,802,193,158,9
Bakuli Intersection,2026-06-11,9,Off-Peak,Dry,501,1054,269,209,24
Bakuli Intersection,2026-06-11,9,Off-Peak,Dry,414,868,225,182,25
Bakuli Intersection,2026-06-11,10,Off-Peak,Dry,170,319,88,57,11
Bakuli Intersection,2026-06-11,10,Off-Peak,Dry,179,391,90,68,11
Bakuli Intersection,2026-06-11,10,Off-Peak,Dry,119,308,84,48,8
Bakuli Intersection,2026-06-11,10,Off-Peak,Dry,212,357,94,71,16
Bakuli Intersection,2026-06-11,11,Off-Peak,Dry,159,395,86,71,4
Bakuli Intersection,2026-06-11,11,Off-Peak,Dry,128,366,78,44,5
Bakuli Intersection,2026-06-11,11,Off-Peak,Dry,129,244,63,57,3
Bakuli Intersection,2026-06-11,11,Off-Peak,Dry,147,290,98,64,4
Bakuli Intersection,2026-06-11,12,Off-Peak,Dry,202,493,91,72,8
Bakuli Intersection,2026-06-11,12,Off-Peak,Dry,174,556,98,68,5
Bakuli Intersection,2026-06-11,12,Off-Peak,Dry,209,462,115,87,4
Bakuli Intersection,2026-06-11,12,Off-Peak,Dry,161,343,84,77,10
Bakuli Intersection,2026-06-11,13,Off-Peak,Dry,192,381,80,61,8
Bakuli Intersection,2026-06-11,13,Off-Peak,Dry,165,593,122,62,5
Bakuli Intersection,2026-06-11,13,Off-Peak,Dry,155,260,57,59,5
Bakuli Intersection,2026-06-11,13,Off-Peak,Dry,140,246,87,47,3
Bakuli Intersection,2026-06-11,14,Off-Peak,Dry,219,523,92,92,14
Bakuli Intersection,2026-06-11,14,Off-Peak,Dry,199,345,101,69,11
Bakuli Intersection,2026-06-11,14,Off-Peak,Dry,107,315,63,37,2
Bakuli Intersection,2026-06-11,14,Off-Peak,Dry,188,326,106,83,6
Bakuli Intersection,2026-06-11,15,Off-Peak,Dry,123,239,73,53,4
Bakuli Intersection,2026-06-11,15,Off-Peak,Dry,182,436,94,58,5
Bakuli Intersection,2026-06-11,15,Off-Peak,Dry,216,482,90,98,14
Bakuli Intersection,2026-06-11,15,Off-Peak,Dry,185,266,74,57,14
Bakuli Intersection,2026-06-11,16,Peak,Dry,328,917,192,155,18
Bakuli Intersection,2026-06-11,16,Peak,Dry,411,1014,231,176,9
Bakuli Intersection,2026-06-11,16,Peak,Dry,389,832,242,155,18
Bakuli Intersection,2026-06-11,16,Peak,Dry,360,993,230,170,19
Bakuli Intersection,2026-06-11,17,Peak,Dry,416,751,254,142,25
Bakuli Intersection,2026-06-11,17,Peak,Dry,458,1142,240,192,29
Bakuli Intersection,2026-06-11,17,Peak,Dry,386,1167,241,137,9
Bakuli Intersection,2026-06-11,17,Peak,Dry,398,1014,208,171,8
Bakuli Intersection,2026-06-11,18,Peak,Dry,368,769,218,170,13
Bakuli Intersection,2026-06-11,18,Peak,Dry,379,1008,210,166,21
Bakuli Intersection,2026-06-11,18,Peak,Dry,397,1262,216,124,8
Bakuli Intersection,2026-06-11,18,Peak,Dry,477,733,199,150,10
Bakuli Intersection,2026-06-11,19,Off-Peak,Dry,488,1050,244,168,33
Bakuli Intersection,2026-06-11,19,Off-Peak,Dry,442,1088,229,181,29
Bakuli Intersection,2026-06-11,19,Off-Peak,Dry,338,1011,164,107,24
Bakuli Intersection,2026-06-11,19,Off-Peak,Dry,491,1111,217,205,32
Bakuli Intersection,2026-06-11,20,Off-Peak,Dry,192,358,112,86,4
Bakuli Intersection,2026-06-11,20,Off-Peak,Dry,147,299,62,52,4
Bakuli Intersection,2026-06-11,20,Off-Peak,Dry,135,409,64,46,5
Bakuli Intersection,2026-06-11,20,Off-Peak,Dry,145,289,71,48,3
Bakuli Intersection,2026-06-11,21,Off-Peak,Dry,145,338,67,52,8
Bakuli Intersection,2026-06-11,21,Off-Peak,Dry,140,339,78,55,5
Bakuli Intersection,2026-06-11,21,Off-Peak,Dry,158,256,71,66,10
Bakuli Intersection,2026-06-11,21,Off-Peak,Dry,106,279,75,50,6
